InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
560001,40049,ROZA PASTA MACARONI 400G,3,2020-01-01 15:06:09,1.63,601163.0,300.0,900.0,Ratnapura
560002,40002,DILMAH EARL GREY TEA 50 BAGS,5,2020-01-02 15:44:53,4.63,601061.0,850.0,4250.0,Nuwara Eliya
560003,40037,MOTHA STRAWBERRY JELLY 100G,3,2020-01-04 11:10:03,0.65,601052.0,120.0,360.0,Galle
560004,40047,PELWATTE BUTTER 200G,3,2020-01-04 14:17:40,4.09,601155.0,750.0,2250.0,Moneragala
560005,40001,DILMAH CEYLON TEA 500G,1,2020-01-07 13:32:56,6.54,601134.0,1200.0,1200.0,Ratnapura
560006,40024,HIGHLAND MILK 1L,10,2020-01-09 08:21:36,2.18,601134.0,400.0,4000.0,Colombo
560007,40005,WATAWALA TEA 400G,1,2020-01-10 19:24:56,4.25,601004.0,780.0,780.0,Galle
560008,40010,MALIBAN MARIE BISCUITS 400G,1,2020-01-12 10:06:18,1.91,601166.0,350.0,350.0,Hambantota
560009,40087,CARGILLS MAGIC SAUSAGES 400G,2,2020-01-13 13:20:40,4.25,601073.0,780.0,1560.0,Polonnaruwa
560010,40027,KEELLS CHICKEN SAUSAGES 500G,1,2020-01-19 14:48:36,5.18,601113.0,950.0,950.0,Kegalle
560011,40060,SUNLIGHT SOAP 115G,2,2020-01-20 12:52:55,0.65,601068.0,120.0,240.0,Galle
560012,40048,EDINBOROUGH SOY SAUCE 400ML,2,2020-01-21 09:58:05,1.91,601065.0,350.0,700.0,Colombo
560013,40023,RATHTHI MILK POWDER 400G,10,2020-01-22 12:58:51,5.99,601177.0,1100.0,11000.0,Kurunegala
560014,40008,MUNCHEE LEMON PUFF 200G,5,2020-01-24 09:51:44,1.09,601009.0,200.0,1000.0,Jaffna
560015,40027,KEELLS CHICKEN SAUSAGES 500G,1,2020-01-24 12:32:52,5.18,,950.0,950.0,Badulla
560016,40078,SOFTLOGIC COCONUT MILK 400ML,4,2020-01-25 09:46:26,1.74,601048.0,320.0,1280.0,Ratnapura
560017,40001,DILMAH CEYLON TEA 500G,3,2020-01-30 12:14:12,6.54,601075.0,1200.0,3600.0,Colombo
560018,40003,DILMAH GREEN TEA 20 BAGS,6,2020-01-30 13:10:11,3.0,601047.0,550.0,3300.0,Kandy
560019,40003,DILMAH GREEN TEA 20 BAGS,8,2020-01-30 15:53:39,3.0,,550.0,4400.0,Hambantota
560020,40079,CEYLON TOBACCO (CIGARETTES PACK),10,2020-02-05 20:53:39,6.54,601016.0,1200.0,12000.0,Ampara
560021,40034,HARISCHANDRA COFFEE 100G,2,2020-02-07 13:56:03,2.07,601150.0,380.0,760.0,Moneragala
560022,40058,DIVA WASHING POWDER 1KG,10,2020-02-10 17:06:04,3.54,601145.0,650.0,6500.0,Kalutara
560023,40003,DILMAH GREEN TEA 20 BAGS,1,2020-02-15 08:19:58,3.0,601172.0,550.0,550.0,Matara
560024,40002,DILMAH EARL GREY TEA 50 BAGS,1,2020-02-15 10:51:00,4.63,,850.0,850.0,Gampaha
560025,40043,ASTRA MARGARINE 250G,1,2020-02-15 15:31:00,2.18,601076.0,400.0,400.0,Badulla
560026,40003,DILMAH GREEN TEA 20 BAGS,1,2020-02-15 15:48:20,3.0,,550.0,550.0,Puttalam
560027,DELV,COURIER DELIVERY CHARGE,4,2020-02-16 11:42:41,3.0,601028.0,550.5,2202.0,Jaffna
560028,40002,DILMAH EARL GREY TEA 50 BAGS,3,2020-02-16 15:36:27,4.63,,850.0,2550.0,Colombo
560029,40004,ZESTA TEA 400G,1,2020-02-18 10:06:49,5.72,601033.0,1050.0,1050.0,Mannar
560030,40024,HIGHLAND MILK 1L,3,2020-02-18 12:24:22,2.18,601014.0,400.0,1200.0,Colombo
560031,40001,DILMAH CEYLON TEA 500G,1,2020-02-19 14:03:10,6.54,601065.0,1200.0,1200.0,Colombo
560032,40033,HARISCHANDRA NOODLES 400G,3,2020-02-19 14:48:38,1.36,601001.0,250.0,750.0,Kurunegala
560033,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,1,2020-02-19 19:12:57,4.36,601045.0,800.0,800.0,Badulla
560034,40001,DILMAH CEYLON TEA 500G,8,2020-02-20 10:36:52,6.54,,1200.0,9600.0,Ratnapura
560035,40064,HORLICKS 500G,6,2020-02-22 13:52:06,5.18,601062.0,950.0,5700.0,Colombo
560036,40010,MALIBAN MARIE BISCUITS 400G,3,2020-02-25 16:32:31,1.91,,350.0,1050.0,Ratnapura
560037,40070,NESPRAY MILK POWDER 400G,5,2020-02-28 18:24:50,6.43,601105.0,1180.0,5900.0,Nuwara Eliya
560038,40070,NESPRAY MILK POWDER 400G,3,2020-03-02 17:12:37,6.43,601197.0,1180.0,3540.0,Gampaha
560039,40010,MALIBAN MARIE BISCUITS 400G,2,2020-03-03 15:18:35,1.91,601049.0,350.0,700.0,Colombo
560040,40002,DILMAH EARL GREY TEA 50 BAGS,5,2020-03-11 08:25:22,4.63,601039.0,850.0,4250.0,Ratnapura
560041,40003,DILMAH GREEN TEA 20 BAGS,3,2020-03-13 14:32:51,3.0,601009.0,550.0,1650.0,Colombo
560042,40008,MUNCHEE LEMON PUFF 200G,3,2020-03-15 17:09:51,1.09,601122.0,200.0,600.0,Trincomalee
560043,40003,DILMAH GREEN TEA 20 BAGS,6,2020-03-15 19:48:15,3.0,601142.0,550.0,3300.0,Matara
560044,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,1,2020-03-16 20:18:35,4.36,601085.0,800.0,800.0,Gampaha
560045,40072,FUN FOODS MAYONNAISE 250G,8,2020-03-18 13:23:51,2.67,601195.0,490.0,3920.0,Ratnapura
560046,40029,KIST TOMATO KETCHUP 400G,3,2020-03-21 09:49:28,2.45,,450.0,1350.0,Anuradhapura
560047,40064,HORLICKS 500G,4,2020-03-22 09:13:11,5.18,601012.0,950.0,3800.0,Kandy
560048,40001,DILMAH CEYLON TEA 500G,2,2020-03-22 15:33:58,6.54,601194.0,1200.0,2400.0,Kurunegala
560049,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,3,2020-03-22 16:20:11,4.36,601107.0,800.0,2400.0,Badulla
560050,40004,ZESTA TEA 400G,2,2020-03-23 12:44:06,5.72,601057.0,1050.0,2100.0,Badulla
560051,40046,MARMITE 100G,3,2020-03-27 11:43:26,4.09,601171.0,750.0,2250.0,Vavuniya
560052,40012,MALIBAN CREAM CRACKER 500G,2,2020-03-27 16:32:06,2.29,601119.0,420.0,840.0,Galle
560053,40054,PEARS BABY POWDER 100G,10,2020-03-28 16:33:40,1.36,601099.0,250.0,2500.0,Jaffna
560054,40076,CEYLON COLD STORES YOGHURT 80G,2,2020-03-30 12:42:46,0.49,,90.0,180.0,Colombo
560055,40027,KEELLS CHICKEN SAUSAGES 500G,3,2020-04-01 20:40:00,5.18,,950.0,2850.0,Ratnapura
560056,40011,MALIBAN LEMON PUFF 200G,3,2020-04-02 13:46:23,1.09,601057.0,200.0,600.0,Kalutara
560057,40020,ELEPHANT HOUSE CREAM SODA 1.5L,12,2020-04-02 14:35:59,2.18,601002.0,400.0,4800.0,Polonnaruwa
560058,40075,RANMUTHU RICE 5KG,4,2020-04-03 20:53:59,8.17,601004.0,1500.0,6000.0,Kandy
560059,40011,MALIBAN LEMON PUFF 200G,2,2020-04-05 15:23:02,1.09,601101.0,200.0,400.0,Kandy
560060,40022,ANCHOR MILK POWDER 400G,3,2020-04-07 13:34:46,6.27,601197.0,1150.0,3450.0,Kegalle
560061,40004,ZESTA TEA 400G,1,2020-04-07 19:07:55,5.72,601006.0,1050.0,1050.0,Ampara
560062,40030,KIST MIXED FRUIT NECTAR 1L,8,2020-04-13 14:37:10,3.0,601047.0,550.0,4400.0,Matara
560063,40004,ZESTA TEA 400G,1,2020-04-18 20:11:26,5.72,601207.0,1050.0,1050.0,Gampaha
560064,40017,MD MIXED FRUIT JAM 500G,1,2020-04-19 08:12:11,3.54,601017.0,650.0,650.0,Batticaloa
560065,40079,CEYLON TOBACCO (CIGARETTES PACK),8,2020-04-21 19:41:49,6.54,601208.0,1200.0,9600.0,Kalutara
560066,40036,MAGGI COCONUT MILK POWDER 300G,2,2020-04-28 08:28:19,4.09,,750.0,1500.0,Kurunegala
560067,40050,RANCRISP CASHEWS 50G,3,2020-04-28 09:43:57,1.91,601165.0,350.0,1050.0,Colombo
560068,40001,DILMAH CEYLON TEA 500G,3,2020-04-29 17:20:51,6.54,601078.0,1200.0,3600.0,Colombo
560069,40062,NESTOMALT 400G,5,2020-04-30 13:59:03,3.38,,620.0,3100.0,Nuwara Eliya
560070,40009,MUNCHEE TIKIRI MARIE 80G,6,2020-04-30 19:25:50,0.38,601198.0,70.0,420.0,Ampara
560071,40001,DILMAH CEYLON TEA 500G,2,2020-05-01 13:14:32,6.54,601162.0,1200.0,2400.0,Kandy
560072,40010,MALIBAN MARIE BISCUITS 400G,2,2020-05-01 16:46:51,1.91,601041.0,350.0,700.0,Matara
560073,40082,NECTO 1.5L,1,2020-05-04 18:47:06,1.91,,350.0,350.0,Kandy
560074,40051,LANKA SOY CHICKEN FLAVOUR 90G,10,2020-05-05 15:52:05,0.65,601001.0,120.0,1200.0,Matara
560075,40005,WATAWALA TEA 400G,10,2020-05-08 14:02:20,4.25,601117.0,780.0,7800.0,Colombo
560076,40004,ZESTA TEA 400G,5,2020-05-10 10:48:47,5.72,601136.0,1050.0,5250.0,Anuradhapura
560077,40018,MD MANGO CHUTNEY 400G,4,2020-05-10 11:33:24,3.54,601073.0,650.0,2600.0,Jaffna
560078,40032,PRIMA STELLA NOODLES 400G,3,2020-05-11 16:12:02,1.53,601001.0,280.0,840.0,Vavuniya
560079,40032,PRIMA STELLA NOODLES 400G,3,2020-05-13 13:23:47,1.53,,280.0,840.0,Colombo
560080,40001,DILMAH CEYLON TEA 500G,2,2020-05-13 20:50:35,6.54,,1200.0,2400.0,Jaffna
560081,40009,MUNCHEE TIKIRI MARIE 80G,4,2020-05-19 11:17:07,0.38,601053.0,70.0,280.0,Jaffna
560082,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,4,2020-05-19 14:14:59,4.36,,800.0,3200.0,Hambantota
560083,40062,NESTOMALT 400G,2,2020-05-21 10:55:50,3.38,601154.0,620.0,1240.0,Ratnapura
560084,40070,NESPRAY MILK POWDER 400G,4,2020-05-22 08:36:41,6.43,601003.0,1180.0,4720.0,Nuwara Eliya
560085,40002,DILMAH EARL GREY TEA 50 BAGS,8,2020-05-22 12:01:09,4.63,,850.0,6800.0,Kalutara
560086,40002,DILMAH EARL GREY TEA 50 BAGS,3,2020-05-22 12:36:55,4.63,,850.0,2550.0,Badulla
560087,40030,KIST MIXED FRUIT NECTAR 1L,15,2020-05-22 16:02:51,3.0,601034.0,550.0,8250.0,Ratnapura
560088,40002,DILMAH EARL GREY TEA 50 BAGS,2,2020-05-23 15:10:57,4.63,601058.0,850.0,1700.0,Colombo
560089,40018,MD MANGO CHUTNEY 400G,4,2020-05-23 18:49:37,3.54,601018.0,650.0,2600.0,Kurunegala
560090,40018,MD MANGO CHUTNEY 400G,8,2020-05-24 09:48:50,3.54,601174.0,650.0,5200.0,Galle
560091,40026,KITHUL TREACLE 750ML,6,2020-05-25 20:31:25,9.81,601129.0,1800.0,10800.0,Badulla
560092,40023,RATHTHI MILK POWDER 400G,20,2020-05-28 08:31:51,5.99,601181.0,1100.0,22000.0,Ampara
560093,40053,WIJAYA CHILLI POWDER 250G,6,2020-05-29 17:00:39,2.45,,450.0,2700.0,Colombo
560094,40088,CARGILLS FRESH EGGS (10),3,2020-05-29 17:35:41,1.91,601208.0,350.0,1050.0,Matara
C560095,40019,ELEPHANT HOUSE GINGER BEER 1.5L,-2,2020-05-30 11:22:55,2.18,601189.0,400.0,-800.0,Anuradhapura
560096,40007,MUNCHEE CHOCOLATE BISCUIT 200G,4,2020-05-30 20:29:58,1.2,601053.0,220.0,880.0,Hambantota
560097,40078,SOFTLOGIC COCONUT MILK 400ML,12,2020-05-31 10:49:52,1.74,601056.0,320.0,3840.0,Gampaha
560098,40013,SPA CEYLON SLEEP BODY LOTION,10,2020-06-04 13:47:54,19.07,,3500.0,35000.0,Kegalle
560099,40059,SURF EXCEL 1KG,2,2020-06-08 10:40:25,4.63,601011.0,850.0,1700.0,Gampaha
560100,40001,DILMAH CEYLON TEA 500G,6,2020-06-09 15:31:24,6.54,601095.0,1200.0,7200.0,Matara
560101,40031,PRIMA KOTTU MEE CUP,2,2020-06-10 19:11:13,0.82,601008.0,150.0,300.0,Matale
